country,region,api_url
阿塞拜疆,古巴—卡兹曼,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2607
阿塞拜疆,甘加—加扎克,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2577
阿塞拜疆,连科兰区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2595
阿塞拜疆,阿伦,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2576
阿塞拜疆,达赫陵希尔凡,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2613
阿塞拜疆,纳希切万,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2600
阿塞拜疆,由佳里卡拉巴赫,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2569
科科斯（基林）群岛,西岛,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/4018
瓜德罗普岛,格朗德特尔,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3817
瓜德罗普岛,巴斯特尔,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3816
瓜德罗普岛,玛丽-加朗特,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3820
瓜德罗普岛,圣人,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3819
匈牙利,布达佩斯州,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/846/
匈牙利,绍莫吉,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/869/
匈牙利,佐洛,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/881/
匈牙利,维斯普雷姆州,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/880/
匈牙利,豪伊杜比豪尔,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/855/
匈牙利,赫维什,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/856/
匈牙利,包劳尼奥,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/842/
匈牙利,沃什,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/879/
匈牙利,包尔绍德奥包乌伊曾普伦,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/845/
匈牙利,杰尔莫松肖普朗,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/854/
匈牙利,佩斯,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/867/
匈牙利,琼格拉德,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/847/
匈牙利,贝凯什,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/843/
匈牙利,亚斯瑙吉孔索尔诺克,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/858/
匈牙利,巴奇基什孔,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/841/
匈牙利,费杰,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/852/
匈牙利,埃斯泰尔戈姆,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/861/
匈牙利,索博尔奇索特马尔拜赖格,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/871/
匈牙利,托尔瑙州,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/878/
匈牙利,诺格拉德,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/864/
泰国,普吉府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2058
泰国,春武里,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2021
泰国,曼谷府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2028
泰国,素叻他尼,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2077
泰国,清迈府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2019
泰国,巴蜀武里汗府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2060
泰国,甲米府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2027
泰国,呵叻,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2039
泰国,清莱府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2020
泰国,罗勇府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2063
泰国,达勒府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2081
泰国,湄宏颂府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2033
泰国,宋卡府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2074
泰国,攀牙,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2049
泰国,北碧府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2025
泰国,乌隆府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2083
泰国,孔敬府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2026
泰国,洛坤府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2041
泰国,拉差布里府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2062
泰国,庄他武里府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2018
泰国,黎府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2031
泰国,乌汶府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2082
泰国,大城府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2056
泰国,董里府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2080
泰国,碧差汶府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2052
泰国,武里南府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2014
泰国,南府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2042
泰国,沙敦府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2071
泰国,素可泰府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2075
泰国,沙没颂堪府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2069
泰国,碧武里府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2053
泰国,彭世洛府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2055
泰国,拉廊府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2061
泰国,春篷府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2022
泰国,南邦府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2029
泰国,廊开,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2045
泰国,塔克府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2079
泰国,暖武里府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2046
泰国,巴真武里,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2059
泰国,佛统府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2037
泰国,坤西育府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2036
泰国,素林府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2078
泰国,那空拍侬,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2038
泰国,沙没巴干府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2067
泰国,喃奔府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2030
泰国,沙功那空府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2066
泰国,那空沙旺府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2040
泰国,巴吞他尼府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2047
泰国,沙缴府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2065
泰国,帕府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2057
泰国,华富里,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2032
泰国,史沙克特府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2073
泰国,穆达汉府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2035
泰国,北柳府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2015
泰国,玛哈沙拉堪,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2034
泰国,帕尧府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2051
泰国,博他仑府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2050
泰国,柴亚蒲府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2017
泰国,素攀武里府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2076
泰国,洛伊府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2064
泰国,加拉信府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2023
泰国,萨拉布里府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2070
泰国,程逸府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2085
泰国,甘烹碧,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2024
泰国,汶干府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3876
泰国,信武里府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2072
泰国,龙仔厝府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2068
泰国,乌泰他尼府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2084
泰国,那拉提瓦府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2043
泰国,柴纳府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2016
泰国,农博兰普,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2044
泰国,披集,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2054
泰国,亚拉府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2086
泰国,耶梭通府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2087
泰国,安纳乍能府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2012
泰国,北大年府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2048
泰国,红统府,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2013
黎巴嫩,贝鲁特,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/1351
黎巴嫩,黎巴嫩山脉,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/1354
黎巴嫩,北部,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/1352
黎巴嫩,贝卡,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/1350
黎巴嫩,南部,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/1353
黎巴嫩,纳巴泰,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/1355
澳门,澳门,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2940
巴基斯坦,旁遮普,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/281/
巴基斯坦,伊斯兰玛巴德直辖区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/278/
巴基斯坦,信德,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/282/
巴基斯坦,西北边境,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/280/
巴基斯坦,北部地区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/279/
巴基斯坦,阿扎德克什米尔,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/275/
巴基斯坦,俾路支,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/276/
北马里亚纳群岛,塞班市,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3801
北马里亚纳群岛,罗塔市,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3803
北马里亚纳群岛,天宁市,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3802
加拿大,不列颠哥伦比亚,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2/0
加拿大,安大略,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/9/0
加拿大,魁北克,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/11/0
加拿大,艾伯塔,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/1/0
加拿大,新斯科舍,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/7/0
加拿大,萨斯喀彻温,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/12/0
加拿大,新不伦瑞克,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/4/0
加拿大,爱德华王子岛,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/10/0
加拿大,马尼托巴,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3/0
加拿大,纽芬兰及拉布拉多,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/5/0
加拿大,育空地区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/13/0
加拿大,西北地区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/6/0
加拿大,努纳武特地区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/8/0
保加利亚,布尔加斯区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2429
保加利亚,瓦尔纳区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2450
保加利亚,布哥拉夫区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2428
保加利亚,索菲亚- 格拉德,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2447
保加利亚,多布里奇区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2430
保加利亚,普罗夫迪夫区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2440
保加利亚,斯莫梁区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2445
保加利亚,丘斯滕迪尔区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2434
保加利亚,大特尔诺沃,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2451
保加利亚,洛维奇区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2435
保加利亚,帕扎尔吉克区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2437
保加利亚,加布罗沃区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2431
保加利亚,索菲亚区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2446
保加利亚,斯塔拉扎戈拉区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2448
保加利亚,路斯区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2441
保加利亚,哈斯科沃,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2432
保加利亚,斯利文区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2444
保加利亚,克尔贾利,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2433
保加利亚,舒门区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2442
保加利亚,维丁区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2452
保加利亚,蒙大拿区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2436
保加利亚,普列文区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2439
保加利亚,锡利斯特拉区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2443
保加利亚,特尔戈维什特,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2449
保加利亚,扬博尔区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2454
保加利亚,弗拉察区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2453
保加利亚,拉兹格勒区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/4091
保加利亚,佩尔尼克区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2438
帕劳群岛,科罗尔,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2514
帕劳群岛,恩切萨尔,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2520
帕劳群岛,贝里琉州,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/2523
肯尼亚,内罗毕省,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3015
肯尼亚,滨海省,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3013
肯尼亚,基利菲郡,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/4153
肯尼亚,纳库鲁郡,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/4167
肯尼亚,裂谷省,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3018
肯尼亚,维希加,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/4178
肯尼亚,莱基皮亚,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/4159
肯尼亚,乌亚森基苏,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/4177
肯尼亚,拉穆郡,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/4160
肯尼亚,中部省,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3012
肯尼亚,西部省,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3019
肯尼亚,泰塔塔维塔,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/4172
肯尼亚,卡贾多,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/4149
肯尼亚,基西郡,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/4155
肯尼亚,马查科斯郡,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/4161
肯尼亚,基安布,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/4152
肯尼亚,夸勒,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/4158
肯尼亚,特兰斯恩佐亚,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/4175
肯尼亚,桑布鲁郡,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/4171
肯尼亚,伊西奥洛,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3014
肯尼亚,米戈利郡,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/4165
肯尼亚,奔戈马郡,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/4144
肯尼亚,基图伊,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/4157
肯尼亚,穆拉雅,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/4166
肯尼亚,布西亚郡,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/4145
肯尼亚,巴林戈,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/4142
肯尼亚,博美特,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/4143
肯尼亚,东北省,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3016
黑山,布德瓦区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3846
黑山,巴尔区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3843
黑山,科托尔区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3851
黑山,新海尔采格区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3849
黑山,乌尔齐尼区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3861
黑山,蒂瓦特区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3860
黑山,扎布利亚克区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3862
黑山,波德戈里察区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3857
黑山,科拉辛区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3850
黑山,采蒂涅区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3847
黑山,尼克希奇区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3853
黑山,普卢日内区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3855
黑山,普拉夫区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3854
黑山,莫伊科瓦茨区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3852
黑山,普列夫利亚区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3856
黑山,比耶洛波列区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3845
黑山,达尼洛夫格勒区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3848
黑山,安德里耶维察区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3842
黑山,巴拉内区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3844
黑山,萨维尼克区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3859
白俄罗斯,明斯克市,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/287/
白俄罗斯,布列斯特,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/283/
白俄罗斯,维捷布斯克,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/289/
白俄罗斯,格罗德诺,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/285/
白俄罗斯,戈梅利,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/284/
白俄罗斯,莫吉廖夫,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/286/
博茨瓦纳,东南区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3368
博茨瓦纳,西北区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3366
博茨瓦纳,东北区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3367
博茨瓦纳,中部区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3361
博茨瓦纳,卡拉哈迪,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3363
博茨瓦纳,南部,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3369
博茨瓦纳,奎嫩区,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3365
法属波利尼西亚,向风群岛,https://www.agoda.com/api/zh-cn/GeoApi/NeighborHoods/8/3795
